OBJECTID_1,OBJECTID,NAME,ID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Elk_Zone,Name_sort,regular_deer_url,elkZone_url_1,gmu_wtd_url
57,57,35,46,01c645e8-6a03-43fe-9589-e2be9c0bc4b0,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Sawtooth,35,"<a href=""https://idfg.idaho.gov/node/76911"" target=""_top"">Unit 35</a>","<a href=""https://idfg.idaho.gov/node/76867"" target=""_top"">Sawtooth A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76868"""" target=""_top"">Sawtooth B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77021"" target=""_top"">Unit 35</a>"
58,58,50,64,75332064-d384-446b-bab2-8ab04ca2d3d5,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Pioneer,50,"<a href=""https://idfg.idaho.gov/node/76920"" target=""_top"">Unit 50</a>","<a href=""https://idfg.idaho.gov/node/76863"" target=""_top"">Pioneer A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76864"""" target=""_top"">Pioneer B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77003"" target=""_top"">Unit 50</a>"
59,59,62,79,5244323d-8a6b-478e-8773-ba424037ba2c,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Island Park,62,"<a href=""https://idfg.idaho.gov/node/76955"" target=""_top"">Unit 62</a>","<a href=""https://idfg.idaho.gov/node/76849"" target=""_top"">Island Park A-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77011"" target=""_top"">Unit 62</a>"
60,60,63,81,7cf163a0-f423-455b-88fd-a05e8593e9df,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Snake River,63,"<a href=""https://idfg.idaho.gov/node/76945"" target=""_top"">Unit 63</a>","<a href=""https://idfg.idaho.gov/node/76873"" target=""_top"">Snake River A-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77010"" target=""_top"">Unit 63</a>"
61,61,38,52,48146f4c-65e3-4c97-892a-e1f50ea81706,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Owyhee,38,"<a href=""https://idfg.idaho.gov/node/76958"" target=""_top"">Unit 38</a>",No general season elk hunts,No White-tailed Deer Opportunity
62,62,39,53,b22b55f0-62ee-468d-94fb-a3ab19c99b0e,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Boise River,39,"<a href=""https://idfg.idaho.gov/node/76927"" target=""_top"">Unit 39</a>","<a href=""https://idfg.idaho.gov/node/76841"" target=""_top"">Boise River A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76842"""" target=""_top"">Boise River B-Tag Limits</a>",No White-tailed Deer Opportunity
63,63,48,62,ab2653f6-a74d-4cf8-a16d-6029f2a3f973,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Smoky - Bennett,48,"<a href=""https://idfg.idaho.gov/node/76921"" target=""_top"">Unit 48</a>","<a href=""https://idfg.idaho.gov/node/76871"" target=""_top"">Smoky - Bennett A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76872"""" target=""_top"">Smoky - Bennett B-Tag Limits</a>",No White-tailed Deer Opportunity
64,64,64,83,cbda18fa-312a-467b-be3c-25764ed2a9bf,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Palisades,64,"<a href=""https://idfg.idaho.gov/node/76953"" target=""_top"">Unit 64</a>","<a href=""https://idfg.idaho.gov/node/76857"" target=""_top"">Palisades A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76858"""" target=""_top"">Palisades B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77026"" target=""_top"">Unit 64</a>"
65,65,65,84,438aacb8-7dbc-4b18-9d98-87c8a6653c47,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Palisades,65,"<a href=""https://idfg.idaho.gov/node/76913"" target=""_top"">Unit 65</a>","<a href=""https://idfg.idaho.gov/node/76857"" target=""_top"">Palisades A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76858"""" target=""_top"">Palisades B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77009"" target=""_top"">Unit 65</a>"
66,66,43,57,445f3ec8-b28c-4600-8698-09e1ed2cfe24,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Smoky - Bennett,43,"<a href=""https://idfg.idaho.gov/node/76910"" target=""_top"">Unit 43</a>","<a href=""https://idfg.idaho.gov/node/76871"" target=""_top"">Smoky - Bennett A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76872"""" target=""_top"">Smoky - Bennett B-Tag Limits</a>",No White-tailed Deer Opportunity
67,67,63A,82,8a40da75-2b4f-4653-b93f-8da3163b77fe,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Snake River,63A,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76873"" target=""_top"">Snake River A-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77017"" target=""_top"">Unit 63A</a>"
68,68,49,63,d0ed24c5-f9de-4c1c-acdb-5f63a4944c1f,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Pioneer,49,"<a href=""https://idfg.idaho.gov/node/76918"" target=""_top"">Unit 49</a>","<a href=""https://idfg.idaho.gov/node/76863"" target=""_top"">Pioneer A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76864"""" target=""_top"">Pioneer B-Tag Limits</a>",No White-tailed Deer Opportunity
69,69,40,54,6de4ddd4-b2a7-4e4b-a19b-512a645cfdd7,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Owyhee,40,"<a href=""https://idfg.idaho.gov/node/76946"" target=""_top"">Unit 40</a>",No general season elk hunts,No White-tailed Deer Opportunity
70,70,67,87,1de66d0d-065f-455c-94cf-283711fb7ba7,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Palisades,67,"<a href=""https://idfg.idaho.gov/node/76919"" target=""_top"">Unit 67</a>","<a href=""https://idfg.idaho.gov/node/76857"" target=""_top"">Palisades A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76858"""" target=""_top"">Palisades B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77018"" target=""_top"">Unit 67</a>"
71,71,69,90,fef6f20b-02d2-44b7-a103-bf56cbed8fd8,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Tex Creek,69,"<a href=""https://idfg.idaho.gov/node/76940"" target=""_top"">Unit 69</a>","<a href=""https://idfg.idaho.gov/node/76876"" target=""_top"">Tex Creek A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76877"""" target=""_top"">Tex Creek B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77014"" target=""_top"">Unit 69</a>"
72,74,44,58,4d331f44-fa61-4236-8b16-5774cc669f92,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Smoky - Bennett,44,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76871"" target=""_top"">Smoky - Bennett A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76872"""" target=""_top"">Smoky - Bennett B-Tag Limits</a>",No White-tailed Deer Opportunity
73,75,66,85,8eb972a4-d0f3-4a0b-92d4-412a3a3c7d65,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Tex Creek,66,"<a href=""https://idfg.idaho.gov/node/76903"" target=""_top"">Unit 66</a>","<a href=""https://idfg.idaho.gov/node/76876"" target=""_top"">Tex Creek A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76877"""" target=""_top"">Tex Creek B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77007"" target=""_top"">Unit 66</a>"
74,76,68A,89,5a245da0-e1be-4337-97e2-445b19f40460,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Snake River,68A,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76873"" target=""_top"">Snake River A-Tag Limits</a>",No White-tailed Deer Opportunity
75,77,45,59,c9c420ad-34a1-4f91-b69c-643794ab8304,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Smoky - Bennett,45,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76871"" target=""_top"">Smoky - Bennett A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76872"""" target=""_top"">Smoky - Bennett B-Tag Limits</a>",No White-tailed Deer Opportunity
76,78,52,66,dafc7031-09e0-4b3c-8c03-5387f02596e1,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Smoky - Bennett,52,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76871"" target=""_top"">Smoky - Bennett A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76872"""" target=""_top"">Smoky - Bennett B-Tag Limits</a>",No White-tailed Deer Opportunity
77,79,66A,86,1486b51a-b5a8-405d-9a01-e53b978035cc,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Diamond Creek,66A,"<a href=""https://idfg.idaho.gov/node/76897"" target=""_top"">Unit 66A</a>","<a href=""https://idfg.idaho.gov/node/76844"" target=""_top"">Diamond Creek A-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77030"" target=""_top"">Unit 66A</a>"
78,80,72,93,a71648fc-b788-41e5-b256-d6f33ca67262,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bannock,72,"<a href=""https://idfg.idaho.gov/node/76935"" target=""_top"">Unit 72</a>","<a href=""https://idfg.idaho.gov/node/76835"" target=""_top"">Bannock A-Tag Limits</a>",No White-tailed Deer Opportunity
79,81,71,92,97e8bd87-8bd8-4aae-a63c-c2e91222fc48,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bannock,71,"<a href=""https://idfg.idaho.gov/node/76939"" target=""_top"">Unit 71</a>","<a href=""https://idfg.idaho.gov/node/76835"" target=""_top"">Bannock A-Tag Limits</a>",No White-tailed Deer Opportunity
80,82,76,98,aae3dd74-1878-460d-aa21-25738e349f8b,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Diamond Creek,76,"<a href=""https://idfg.idaho.gov/node/76898"" target=""_top"">Unit 76</a>","<a href=""https://idfg.idaho.gov/node/76844"" target=""_top"">Diamond Creek A-Tag Limits</a>",No White-tailed Deer Opportunity
81,83,41,55,db86362b-1ccd-4892-b87e-6373486ee27e,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Owyhee,41,"<a href=""https://idfg.idaho.gov/node/76932"" target=""_top"">Unit 41</a>",No general season elk hunts,No White-tailed Deer Opportunity
82,84,46,60,6903d4cd-710c-40b2-8770-f971c8c989ce,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",South Hills,46,"<a href=""https://idfg.idaho.gov/node/76941"" target=""_top"">Unit 46</a>","<a href=""https://idfg.idaho.gov/node/76874"" target=""_top"">South Hills A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76875"""" target=""_top"">South Hills B-Tag Limits</a>",No White-tailed Deer Opportunity
83,86,70,91,dce2cbc5-c928-44bc-95f3-d57ad5961a34,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bannock,70,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76835"" target=""_top"">Bannock A-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77028"" target=""_top"">Unit 71</a>"
84,87,73A,95,dc681aff-04fe-4ac1-8f83-f0dd0e3df17e,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bannock,73A,"<a href=""https://idfg.idaho.gov/node/76905"" target=""_top"">Unit 73A</a>","<a href=""https://idfg.idaho.gov/node/76835"" target=""_top"">Bannock A-Tag Limits</a>",No White-tailed Deer Opportunity
85,88,74,96,12712a1e-e44e-4962-92c8-4bcda4a9a84a,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bannock,74,"<a href=""https://idfg.idaho.gov/node/76925"" target=""_top"">Unit 74</a>","<a href=""https://idfg.idaho.gov/node/76835"" target=""_top"">Bannock A-Tag Limits</a>",No White-tailed Deer Opportunity
86,89,56,71,87989b33-5220-4fb4-99c4-2880fd4fe2dc,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",South Hills,56,"<a href=""https://idfg.idaho.gov/node/76929"" target=""_top"">Unit 56</a>","<a href=""https://idfg.idaho.gov/node/76874"" target=""_top"">South Hills A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76875"""" target=""_top"">South Hills B-Tag Limits</a>",No White-tailed Deer Opportunity
87,90,42,56,8f84fd97-1086-4801-9f89-35e350f440fe,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Owyhee,42,"<a href=""https://idfg.idaho.gov/node/76926"" target=""_top"">Unit 42</a>",No general season elk hunts,No White-tailed Deer Opportunity
88,91,75,97,6fdaccee-234d-45ed-b84e-92f72bf19b13,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bear River,75,"<a href=""https://idfg.idaho.gov/node/76909"" target=""_top"">Unit 75</a>","<a href=""https://idfg.idaho.gov/node/76836"" target=""_top"">Bear River A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76837"""" target=""_top"">Bear River B-Tag Limits</a>",No White-tailed Deer Opportunity
89,92,73,94,8771ebf1-1f7a-45da-9736-009b8714d61b,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bannock,73,"<a href=""https://idfg.idaho.gov/node/76901"" target=""_top"">Unit 73</a>","<a href=""https://idfg.idaho.gov/node/76835"" target=""_top"">Bannock A-Tag Limits</a>",No White-tailed Deer Opportunity
90,93,54,69,f46ce627-d8dc-48d5-9195-4cb3530d820d,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",South Hills,54,No Regular Deer Tag Opportunity,"<a href=""https://idfg.idaho.gov/node/76874"" target=""_top"">South Hills A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76875"""" target=""_top"">South Hills B-Tag Limits</a>",No White-tailed Deer Opportunity
91,94,55,70,dc7825ca-2eb9-4246-b5ab-3b204ba7695b,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",South Hills,55,"<a href=""https://idfg.idaho.gov/node/76914"" target=""_top"">Unit 55</a>","<a href=""https://idfg.idaho.gov/node/76874"" target=""_top"">South Hills A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76875"""" target=""_top"">South Hills B-Tag Limits</a>",No White-tailed Deer Opportunity
92,97,57,72,a151035b-2243-49e2-8ac2-8876f301c2c9,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",South Hills,57,"<a href=""https://idfg.idaho.gov/node/76896"" target=""_top"">Unit 57</a>","<a href=""https://idfg.idaho.gov/node/76874"" target=""_top"">South Hills A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76875"""" target=""_top"">South Hills B-Tag Limits</a>",No White-tailed Deer Opportunity
93,98,47,61,2ad5edd1-9953-423c-af41-566df62e52e8,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",South Hills,47,"<a href=""https://idfg.idaho.gov/node/76923"" target=""_top"">Unit 47</a>","<a href=""https://idfg.idaho.gov/node/76874"" target=""_top"">South Hills A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76875"""" target=""_top"">South Hills B-Tag Limits</a>",No White-tailed Deer Opportunity
94,99,60,76,195bcec5-a896-4c8b-8c80-02d4e84cd02b,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Island Park,60,"<a href=""https://idfg.idaho.gov/node/76949"" target=""_top"">Unit 60</a>","<a href=""https://idfg.idaho.gov/node/76849"" target=""_top"">Island Park A-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/77000"" target=""_top"">Unit 60</a>"
96,0,77,99,3260960e-7435-4b4c-8902-0532adf2dce0,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bear River,77,"<a href=""https://idfg.idaho.gov/node/76884"" target=""_top"">Unit 77</a>","<a href=""https://idfg.idaho.gov/node/76836"" target=""_top"">Bear River A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76837"""" target=""_top"">Bear River B-Tag Limits</a>",No White-tailed Deer Opportunity
97,0,78,100,16e1e59c-a1a3-4e4f-bb8d-3727fa703aed,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Bear River,78,"<a href=""https://idfg.idaho.gov/node/76885"" target=""_top"">Unit 78</a>","<a href=""https://idfg.idaho.gov/node/76836"" target=""_top"">Bear River A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76837"""" target=""_top"">Bear River B-Tag Limits</a>",No White-tailed Deer Opportunity
98,0,53,68,f4971424-4ee9-43c1-86ae-3d0032fdf824,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Snake River,53,"<a href=""https://idfg.idaho.gov/node/76950"" target=""_top"">Unit 53</a>","<a href=""https://idfg.idaho.gov/node/76873"" target=""_top"">Snake River A-Tag Limits</a>",No White-tailed Deer Opportunity
99,0,52A,67,bebdf17c-663b-4533-b11b-9b3ba64be659,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Big Desert,52A,"<a href=""https://idfg.idaho.gov/node/76959"" target=""_top"">Unit 52A</a>","<a href=""https://idfg.idaho.gov/node/76839"" target=""_top"">Big Desert A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76840"""" target=""_top"">Big Desert B-Tag Limits</a>",No White-tailed Deer Opportunity
100,0,68,88,8f988635-564a-4820-8062-5048830d2bcc,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Big Desert,68,"<a href=""https://idfg.idaho.gov/node/76943"" target=""_top"">Unit 68</a>","<a href=""https://idfg.idaho.gov/node/76839"" target=""_top"">Big Desert A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76840"""" target=""_top"">Big Desert B-Tag Limits</a>",No White-tailed Deer Opportunity
101,2,15,20,6944246a-9cc0-4581-b7b2-acd956038882,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Elk City,15,"<a href=""https://idfg.idaho.gov/node/76887"" target=""_top"">Unit 15</a>","<a href=""https://idfg.idaho.gov/node/76847"" target=""_top"">Elk City A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76848"""" target=""_top"">Elk City B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/76983"" target=""_top"">Unit 15</a>"
102,100,16,21,eec538e5-816a-4b65-943d-5e33eb5480b1,idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",idahofishandgame,"Mon, 10 Apr 2023 19:34:09 GMT",Elk City,16,"<a href=""https://idfg.idaho.gov/node/76899"" target=""_top"">Unit 16</a>","<a href=""https://idfg.idaho.gov/node/76847"" target=""_top"">Elk City A-Tag Limits</a> <a href=""https://idfg.idaho.gov/node/76848"""" target=""_top"">Elk City B-Tag Limits</a>","<a href=""https://idfg.idaho.gov/node/76988"" target=""_top"">Unit 16</a>"
